"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999"
"29100","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","2","Population (persons) 1/",109696,110473,111000,111122,112222,112937,113108,114178,114981,115693,116769,117700,119207,120597,121856,122910,123920,124521,125371,126041
"29100","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9312,10315,10974,11640,12622,13213,13875,14662,15403,16797,17920,18197,19139,20071,21038,21480,22536,23668,25294,26059
"29180","Lafayette, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3334622,4095563,4572504,4550157,4700343,4913527,4645752,4402044,4756912,5111895,5550876,5837167,6136561,6524512,7013882,7421515,8010673,8806045,9351606,9326179
"29180","Lafayette, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",361450,371133,385710,393737,392956,395505,397056,389109,383841,383800,383397,388299,392531,397922,402385,406658,411228,416562,421081,424114
"29180","Lafayette, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9226,11035,11855,11556,11961,12423,11700,11313,12393,13319,14478,15033,15633,16396,17431,18250,19480,21140,22209,21990
"29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1411397,1580901,1662298,1701885,1896414,2002224,2093851,2214235,2319006,2593283,2747743,2814602,3058878,3213049,3411382,3580932,3807027,4037783,4311058,4460056
"29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",160894,161650,162646,162734,162068,162555,162531,163087,164744,167174,167246,169771,172094,175012,176930,179451,181510,182700,184114,185692
"29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8772,9780,10220,10458,11701,12317,12883,13577,14076,15512,16429,16579,17774,18359,19281,19955,20974,22101,23415,24019
"29340","Lake Charles, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1641103,1898005,1942542,2038162,2058711,2122274,2129263,2193774,2327620,2467738,2749054,2908113,3055947,3204424,3455815,3674810,3897417,4109314,4242345,4317061
"29340","Lake Charles, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",177456,180724,183865,184681,184287,183031,181297,180214,178955,177773,177524,179439,180736,182093,184181,186607,189335,191076,192470,193408
"29340","Lake Charles, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9248,10502,10565,11036,11171,11595,11745,12173,13007,13881,15486,16207,16908,17598,18763,19693,20585,21506,22042,22321
"29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",460917,515652,548776,614716,716005,815304,910427,1001345,1120161,1258408,1445167,1546282,1653450,1797994,1988757,2041225,2196237,2382431,2592204,2757425
"29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)","2","Population (persons) 1/",56423,58607,62539,64005,67364,70769,75366,77314,82381,87040,95491,102263,108644,115706,122906,130274,136436,140922,145155,150351
"29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8169,8798,8775,9604,10629,11521,12080,12952,13597,14458,15134,15121,15219,15539,16181,15669,16097,16906,17858,18340
"29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2985678,3308242,3452120,3752174,4110432,4441065,4743098,5144012,5688370,6252503,6556679,6815714,7203889,7598387,8221179,8853107,9396345,9746932,10684014,11225533
"29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",324038,332973,339930,346080,354414,363802,372057,380106,389160,398231,407756,415136,423171,429224,438480,447182,454512,463519,471450,478047
"29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9214,9935,10155,10842,11598,12207,12748,13533,14617,15701,16080,16418,17024,17703,18749,19798,20673,21028,22662,23482
"29540","Lancaster, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3610692,4000474,4303177,4603334,5154347,5546988,6046419,6531002,7052177,7887990,8253673,8493752,9083365,9652801,9876689,10275090,10916661,11584904,12134224,12653175
"29540","Lancaster, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",363420,366979,370992,376234,380892,385245,392339,401773,410152,417585,424947,431229,435886,441056,446254,451817,455783,460085,464272,467879
"29540","Lancaster, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9935,10901,11599,12235,13532,14399,15411,16255,17194,18890,19423,19697,20839,21886,22132,22742,23951,25180,26136,27044
"29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4803256,5254077,5437118,5918153,6418116,6909393,7341841,7541971,7998650,8636438,9013666,9430017,9917545,10244817,10966838,11422633,11970586,12532553,12901697,13640980
"29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",491349,492122,485223,481941,482037,484662,491775,496579,499754,500232,503291,507226,509714,512279,513997,514962,518831,519679,519274,518786
"29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9776,10676,11205,12280,13315,14256,14929,15188,16005,17265,17909,18591,19457,19999,21336,22182,23072,24116,24846,26294
"29700","Laredo, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",558776,673332,727949,722900,780395,846527,883094,928656,1031112,1165152,1314914,1481511,1712818,1885877,2070719,2162955,2332538,2556556,2703931,2816745
"29700","Laredo, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",100481,105077,111106,115419,116566,118164,122011,124528,126575,129943,134430,140082,147026,154536,161107,167466,171583,177140,182994,189014
"29700","Laredo, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",5561,6408,6552,6263,6695,7164,7238,7457,8146,8967,9781,10576,11650,12203,12853,12916,13594,14432,14776,14902
"29740","Las Cruces, NM (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",702558,811807,904449,1026637,1126676,1233770,1332333,1423598,1499691,1663014,1784665,1911004,2099588,2239522,2330012,2539316,2654863,2794236,2989579,3073869
"29740","Las Cruces, NM (Metropolitan Statistical Area)","2","Population (persons) 1/",97012,99623,103448,107627,112474,116321,120474,125032,130016,132957,136593,141228,146995,153049,157530,161014,165618,169081,172057,173889
"29740","Las Cruces, NM (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7242,8149,8743,9539,10017,10607,11059,11386,11535,12508,13066,13531,14283,14633,14791,15771,16030,16526,17376,17677
"29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",5359706,6162457,6629060,7092525,7685375,8375859,9142842,10067109,11504022,13196124,15093525,16727113,18671191,20550154,23043214,25587458,28648985,31677828,35924832,39170953
"29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)","2","Population (persons) 1/",469185,492747,513708,530195,544893,561081,580775,611763,647410,691467,756170,816085,857357,902338,972624,1035847,1099894,1177230,1251258,1321254
"29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11423,12506,12904,13377,14104,14928,15742,16456,17769,19084,19960,20497,21778,22774,23692,24702,26047,26909,28711,29647
"29940","Lawrence, KS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",571918,643120,674394,724190,799122,864981,934057,983375,1068926,1181331,1242686,1319533,1437674,1528457,1648908,1750526,1860095,2036292,2209400,2306227
"29940","Lawrence, KS (Metropolitan Statistical Area)","2","Population (persons) 1/",68045,69569,69948,69947,70618,72151,74538,76148,78779,80092,82229,83683,85379,87926,89683,91408,93381,95706,97566,99490
"29940","Lawrence, KS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8405,9244,9641,10353,11316,11988,12531,12914,13569,14750,15113,15768,16839,17383,18386,19151,19919,21277,22645,23180
"30020","Lawton, OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1063769,1226622,1388372,1461836,1554491,1658380,1722616,1777007,1794611,1829424,1900927,1952710,2205964,2197770,2225033,2300015,2360609,2392990,2499512,2566002
"30020","Lawton, OK (Metropolitan Statistical Area)","2","Population (persons) 1/",120234,121777,126418,129084,128046,127261,125897,125301,123289,119044,118112,117896,127413,125485,125323,123412,123357,122497,122076,122542
"30020","Lawton, OK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8847,10073,10982,11325,12140,13031,13683,14182,14556,15368,16094,16563,17313,17514,17754,18637,19136,19535,20475,20940
"30140","Lebanon, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1003263,1108773,1173241,1240662,1345183,1425678,1515240,1612240,1749890,1925481,2027721,2129806,2247926,2342535,2453208,2530553,2664623,2801704,2974868,3084569
"30140","Lebanon, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",108839,109645,110574,110199,110250,110382,110764,111646,112643,113009,114109,115248,116066,116764,117415,117809,118391,118753,119590,119944
"30140","Lebanon, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9218,10112,10610,11258,12201,12916,13680,14441,15535,17038,17770,18480,19368,20062,20893,21480,22507,23593,24876,25717
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",480292,520159,546709,601076,626335,639323,662296,681648,729895,795736,853804,901816,985763,1067086,1117613,1162691,1232323,1290985,1370772,1426631
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)","2","Population (persons) 1/",50082,50169,49856,49673,50264,50257,49891,50063,49995,50964,51526,52487,53629,54750,55987,56718,57332,57874,58116,58042
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9590,10368,10966,12101,12461,12721,13275,13616,14599,15614,16570,17182,18381,19490,19962,20500,21495,22307,23587,24579
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",843510,920680,994172,1075398,1180324,1242315,1336704,1455273,1595764,1733855,1785505,1788322,1861172,1925212,2015499,2070025,2165578,2270628,2376170,2498108
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)","2","Population (persons) 1/",99531,99522,98860,99262,100018,100114,100204,101378,103559,105276,105412,104973,104335,104464,104112,103769,102966,102518,103120,103403
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8475,9251,10056,10834,11801,12409,13340,14355,15409,16470,16938,17036,17838,18429,19359,19948,21032,22149,23043,24159
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3034438,3438971,3696393,4024789,4557690,4852230,4992158,5285964,5881666,6321218,6893882,7320865,7837414,8150083,8471303,9028358,9661628,10316250,11076076,11743638
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)","2","Population (persons) 1/",318175,319884,322286,324231,325133,330485,335169,339008,343186,344891,350161,355861,363195,369839,375478,380096,386117,391065,397775,404393
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9537,10751,11469,12413,14018,14682,14894,15592,17138,18328,19688,20572,21579,22037,22561,23753,25023,26380,27845,29040
"30620","Lima, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1034998,1098158,1147388,1223736,1385983,1466696,1548122,1585393,1667335,1750403,1815379,1852229,1979850,1994037,2113276,2167849,2224976,2296398,2441097,2563540
"30620","Lima, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",112188,111726,109826,108936,109642,109601,109755,110123,110518,110270,109841,109916,110242,110262,110138,109841,109573,109150,108599,108192
"30620","Lima, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9226,9829,10447,11234,12641,13382,14105,14397,15087,15874,16527,16851,17959,18085,19188,19736,20306,21039,22478,23694
"30700","Lincoln, NE (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2095217,2368019,2573068,2687403,2924125,3123414,3261137,3451673,3724621,3991872,4302681,4513709,4836798,5081565,5480020,5879906,6286324,6575773,7132224,7515362
"30700","Lincoln, NE (Metropolitan Statistical Area)","2","Population (persons) 1/",209378,211713,212839,214209,216231,217648,218934,220410,223119,226420,230144,233419,237827,242779,245933,250498,253904,257404,261021,263880
"30700","Lincoln, NE (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10007,11185,12089,12546,13523,14351,14896,15660,16693,17630,18696,19337,20337,20931,22283,23473,24759,25547,27324,28480
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4659808,5129744,5490849,5923152,6479257,7004721,7454320,7761114,8218799,8878036,9435305,10012498,10859711,11386531,12005290,12797950,13625516,14280904,15253161,15870034
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","2","Population (persons) 1/",495743,498489,501306,505195,510658,516324,522119,527622,528733,532436,536444,542913,552311,561887,568889,576345,584861,591707,597826,605291
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9400,10291,10953,11724,12688,13567,14277,14710,15544,16674,17589,18442,19662,20265,21103,22205,23297,24135,25514,26219
"30860","Logan, UT-ID (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",467845,517200,556313,608451,667326,716586,777944,846227,897416,985686,1049954,1118403,1212930,1312112,1396025,1490544,1604257,1730781,1846849,1913564
"30860","Logan, UT-ID (Metropolitan Statistical Area)","2","Population (persons) 1/",66734,69244,71482,73620,74772,75261,75651,76454,77643,78881,79719,82362,85299,88175,91202,94198,96807,98774,100916,101532
"30860","Logan, UT-ID (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7011,7469,7783,8265,8925,9521,10283,11068,11558,12496,13171,13579,14220,14881,15307,15824,16572,17523,18301,18847
"30980","Longview, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2005289,2371747,2636409,2746297,2932210,3117083,3136808,3130358,3313052,3530592,3724172,3885592,4167104,4263102,4466218,4709868,5001403,5339163,5624042,5764740
"30980","Longview, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",223273,228764,239639,243631,243602,242312,241187,239119,238036,236919,237693,239922,241456,243576,245290,248452,251124,253216,254823,256162
"30980","Longview, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8981,10368,11002,11272,12037,12864,13006,13091,13918,14902,15668,16195,17258,17502,18208,18957,19916,21085,22070,22504
"31020","Longview, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",801254,855922,877213,947460,999166,1020930,1063558,1110951,1197856,1312840,1410879,1530092,1574445,1640894,1724984,1795948,1869179,1941944,2045759,2139156
"31020","Longview, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",79601,79657,79006,78908,79138,78627,77632,78428,79531,80982,82478,84207,85316,86506,87791,89284,90325,91367,92301,92820
"31020","Longview, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10066,10745,11103,12007,12626,12984,13700,14165,15061,16212,17106,18171,18454,18969,19649,20115,20694,21254,22164,23046
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",115300613,129996980,138320599,148472241,164224282,177250747,189742328,204800735,220419002,233985898,251230793,255593617,267793738,270571376,277469993,289416398,306055522,323174030,351236674,369085428
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",9454611,9613602,9813347,10009841,10165047,10354836,10622535,10835330,11000781,11177630,11297143,11400816,11552438,11632798,11663207,11692693,11771038,11915815,12086776,12253223
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",12195,13522,14095,14833,16156,17118,17862,18901,20037,20933,22238,22419,23181,23259,23790,24752,26001,27121,29060,30121
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",9502391,10530342,11140429,11788772,12947259,13638110,14291645,15090643,16506275,17805506,18878216,19657088,21162643,22133452,23297638,24614888,25964973,27378244,29579436,30903241
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","2","Population (persons) 1/",997538,996787,998540,997786,996037,994276,993281,993543,992777,993963,998334,1008144,1018303,1028593,1038000,1047610,1055733,1064309,1072659,1083137
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9526,10564,11157,11815,12999,13717,14388,15189,16626,17914,18910,19498,20782,21518,22445,23496,24594,25724,27576,28531
"31180","Lubbock, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2085251,2415914,2574425,2844144,2965254,3141737,3189005,3321960,3511268,3645095,3912018,3987165,4275318,4545047,4781209,4980851,5289323,5495428,5728191,5860343
"31180","Lubbock, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",229562,230672,232493,235862,237294,235499,235917,235440,236385,237184,237193,239584,241180,245109,249516,252199,253555,254178,253502,254507
"31180","Lubbock, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9084,10473,11073,12059,12496,13341,13517,14110,14854,15368,16493,16642,17727,18543,19162,19750,20861,21620,22596,23026
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",1607090,1782308,1900788,2070894,2297990,2455570,2622256,2843193,3061488,3347570,3502166,3607438,3827638,4051149,4257699,4443256,4638387,4863143,5187978,5463859
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","2","Population (persons) 1/",194636,196102,197158,197122,198260,199074,200383,201487,203166,204803,206913,208971,212888,214890,217728,219612,221872,224156,225675,227337
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",8257,9089,9641,10506,11591,12335,13086,14111,15069,16345,16926,17263,17980,18852,19555,20232,20906,21695,22989,24034
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1660351,1876514,2012774,2165903,2377497,2528505,2694161,2875064,3106124,3343748,3482850,3654861,3890153,4057527,4297360,4600725,4920854,5077295,5386664,5567020
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",198810,199746,200885,202440,203490,204300,204377,205043,206097,206803,207190,209358,210716,213497,215416,216979,218702,220860,221736,222038
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8351,9395,10020,10699,11684,12376,13182,14022,15071,16169,16810,17457,18462,19005,19949,21204,22500,22989,24293,25072
"31460","Madera, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",679239,665972,687423,699323,780203,830324,922147,1049058,1133911,1222046,1330613,1418479,1602982,1665036,1700029,1729154,1886968,2030119,2124919,2246847
"31460","Madera, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",63961,67214,69240,71504,72996,75118,76960,79003,81762,84797,89125,94973,99536,104039,107396,109300,113143,116442,119143,121883
"31460","Madera, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10620,9908,9928,9780,10688,11054,11982,13279,13868,14411,14930,14936,16105,16004,15830,15820,16678,17435,17835,18434
"31540","Madison, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4584488,4992447,5385057,5716609,6261877,6721761,7189445,7715532,8084248,8980302,9637953,10158404,11084296,11743501,12505071,13272015,13998192,14914973,16041893,16819495
"31540","Madison, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",417638,420874,422726,425420,429829,434452,439308,444766,451906,456408,464185,474124,483693,494411,502367,509694,516235,523795,527073,531380
"31540","Madison, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10977,11862,12739,13438,14568,15472,16365,17347,17889,19676,20763,21426,22916,23753,24892,26039,27116,28475,30436,31652
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3041125,3437093,3802574,4212238,4819673,5314856,5860757,6431102,6980236,7366468,7348699,7627991,7969910,8210679,8759634,9340234,10041720,10916779,12023440,12999939
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","2","Population (persons) 1/",278189,283833,287334,290819,298089,307490,316260,324218,329319,335057,336768,337066,341078,344944,349190,353651,358624,364261,370595,376407
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10932,12110,13234,14484,16169,17285,18531,19836,21196,21986,21821,22631,23367,23803,25086,26411,28001,29970,32444,34537
"31740","Manhattan, KS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1003655,1146453,1232418,1291160,1362153,1467421,1533513,1588007,1639419,1746332,1775824,1807635,2082651,2076934,2178496,2176121,2162744,2209040,2315310,2432830
"31740","Manhattan, KS (Metropolitan Statistical Area)","2","Population (persons) 1/",108729,110942,111825,114155,112745,112388,111943,112334,113069,113013,113901,111164,118624,116586,118263,117544,111286,109343,109287,109123
"31740","Manhattan, KS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9231,10334,11021,11311,12082,13057,13699,14136,14499,15452,15591,16261,17557,17815,18421,18513,19434,20203,21186,22294
"31860","Mankato, MN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",689137,764949,810490,839592,960800,1000129,1041753,1144918,1159810,1288175,1355221,1389310,1504342,1541598,1679712,1746853,1883239,1924793,2109555,2182091
"31860","Mankato, MN (Metropolitan Statistical Area)","2","Population (persons) 1/",79381,79753,79958,79795,79784,80198,80288,80379,81366,81555,82283,82758,82954,83283,83717,84545,84912,84897,84771,85105
"31860","Mankato, MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8681,9591,10136,10522,12043,12471,12975,14244,14254,15795,16470,16788,18135,18510,20064,20662,22179,22672,24885,25640
"31900","Mansfield, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1190148,1326930,1348026,1481979,1615110,1715525,1788723,1841310,1938842,2050664,2110444,2112274,2212074,2338330,2451765,2530497,2651396,2790263,2872691,2960178
"31900","Mansfield, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",131116,130465,129141,128066,128485,128181,127418,127345,127167,126590,126160,127040,127475,127792,128281,128217,128894,128868,128540,129233
"31900","Mansfield, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9077,10171,10438,11572,12570,13384,14038,14459,15246,16199,16728,16627,17353,18298,19112,19736,20570,21652,22349,22906
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1550674,1848512,2023439,2160148,2354671,2587303,2685917,2795855,3074496,3369972,3685707,4066060,4512124,4890266,5313250,5645401,6085455,6588265,7086709,7420398
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",286540,298559,313256,326453,334571,341145,350514,358307,365499,377106,387200,403571,424312,447508,468906,487593,503411,519903,537929,555875
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",5412,6191,6459,6617,7038,7584,7663,7803,8412,8936,9519,10075,10634,10928,11331,11578,12088,12672,13174,13349
"32780","Medford, OR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1196911,1282978,1317243,1432497,1596051,1687489,1781914,1899744,2075750,2280964,2431840,2570550,2761971,2976728,3236236,3443551,3667830,3832637,4091848,4353687
"32780","Medford, OR (Metropolitan Statistical Area)","2","Population (persons) 1/",132929,134546,133847,133130,134830,136444,137397,139626,140860,143549,147392,150956,154975,159054,163527,167378,170715,173523,176645,179264
"32780","Medford, OR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9004,9536,9841,10760,11838,12368,12969,13606,14736,15890,16499,17028,17822,18715,19790,20573,21485,22087,23164,24286
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",9140088,9998471,10552994,11324204,12555648,13426640,14277900,15438975,16716558,18170414,19251621,20087875,21686131,23061693,24837052,26698339,28336663,29892765,33327685,34334975
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","2","Population (persons) 1/",997527,994005,997175,1001648,1005067,1015899,1025882,1038870,1053270,1063001,1070570,1083757,1096360,1109384,1124952,1140221,1153559,1164412,1178903,1194756
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9163,10059,10583,11306,12492,13217,13918,14861,15871,17094,17983,18535,19780,20788,22078,23415,24565,25672,28270,28738
"32900","Merced, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1331927,1362937,1461800,1528943,1773556,1911489,2060070,2285290,2395633,2610501,2786599,2911291,3108931,3207165,3284026,3171229,3484054,3595354,3816561,4010889
"32900","Merced, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",135625,139632,142766,147657,151357,155939,158988,162956,167749,172988,179953,186091,189489,193137,197798,195291,194819,198312,202264,206734
"32900","Merced, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9821,9761,10239,10355,11718,12258,12957,14024,14281,15091,15485,15644,16407,16606,16603,16238,17884,18130,18869,19401
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",37275817,43322662,46093564,50351579,55603387,60295902,64607910,70039163,76339041,84613056,90431751,94407722,99527890,105628246,110638688,118870020,126518278,132453908,142971069,149510762
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",3254936,3386317,3449745,3506541,3560292,3632834,3709283,3797118,3891758,3984047,4078578,4176731,4262995,4340175,4445162,4547191,4652414,4750249,4836853,4932004
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11452,12793,13361,14359,15618,16597,17418,18445,19616,21238,22172,22603,23347,24337,24890,26141,27194,27884,29559,30314
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1062542,1153658,1165620,1181177,1277160,1335047,1388792,1467077,1565711,1707099,1778907,1816875,1957682,2030568,2135740,2228727,2332475,2470404,2599279,2636167
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",108657,108515,108140,107230,106976,106680,105696,105806,105941,106502,107257,108151,108928,109461,109620,109571,109783,109774,109954,110028
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9779,10631,10779,11015,11939,12515,13139,13866,14779,16029,16585,16799,17972,18551,19483,20340,21246,22504,23640,23959
"33220","Midland, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",773486,854851,904532,953477,1022239,1093068,1174550,1271864,1400428,1551684,1644668,1698467,1826089,1912487,1993816,2111747,2251232,2316023,2488114,2528642
"33220","Midland, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",73882,74936,74784,75198,75835,72492,72598,73054,74065,74767,76002,76733,77853,78614,79352,79841,80897,81648,82081,82599
"33220","Midland, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10469,11408,12095,12680,13480,15078,16179,17410,18908,20754,21640,22135,23456,24328,25126,26449,27828,28366,30313,30613
"33260","Midland, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1286647,1656134,1868698,1813014,1891028,2054538,1965416,1906573,2099675,2215008,2417622,2405765,2584971,2755869,2817180,2887389,3142235,3571682,3636964,3511794
