"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999"
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8467,9239,10139,10686,11617,12271,12745,13379,13939,15005,15565,16677,18501,17880,18338,18753,19792,20415,21679,22463
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1226176,1353592,1443216,1645532,1885250,1993676,2160033,2354303,2542726,2732709,2803794,2854501,3141154,3350572,3619981,3812383,3977379,4141940,4502446,4809100
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",137292,136836,138179,140286,144701,147287,148990,151167,153917,155813,156517,158141,160454,163510,166498,169869,172582,175274,177885,180645
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8931,9892,10445,11730,13029,13536,14498,15574,16520,17538,17914,18050,19577,20492,21742,22443,23046,23631,25311,26622
"21300","Elmira, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",866444,949566,998061,1045639,1129476,1159337,1220687,1299640,1395009,1535913,1612204,1665578,1728476,1757154,1820741,1890135,1957988,2022561,2092338,2176272
"21300","Elmira, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",97443,96406,96032,94659,93190,92200,91179,91819,93142,94701,95292,95001,94954,94711,94132,93675,92972,92162,91791,91284
"21300","Elmira, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8892,9850,10393,11046,12120,12574,13388,14154,14977,16219,16919,17532,18203,18553,19342,20178,21060,21946,22795,23841
"21340","El Paso, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3371958,4064006,4390171,4728022,5096456,5502556,5806357,6029678,6454997,7067940,7634080,7942059,8771712,9242850,9749666,10234554,10632063,11373629,11993157,12259667
"21340","El Paso, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",486485,500476,514949,523973,532385,541534,552279,562186,571624,583850,598255,611092,622040,636952,649075,657359,659655,668300,674484,678720
"21340","El Paso, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",6931,8120,8525,9023,9573,10161,10513,10725,11292,12106,12761,12997,14102,14511,15021,15569,16118,17019,17781,18063
"21420","Enid, OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",694855,825882,908798,889002,951281,937021,912366,881225,918649,954368,982357,988747,1050094,1081363,1133191,1151110,1194696,1293667,1336098,1327466
"21420","Enid, OK (Metropolitan Statistical Area)","2","Population (persons) 1/",63179,64500,67597,67225,65759,64151,62550,59858,57691,57178,56686,56486,56780,56879,57296,57939,57794,57831,58122,58197
"21420","Enid, OK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10998,12804,13444,13224,14466,14606,14586,14722,15924,16691,17330,17504,18494,19012,19778,19868,20672,22370,22988,22810
"21500","Erie, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2572414,2827865,2984718,3080333,3310930,3479883,3607065,3757515,4019275,4404653,4658382,4911352,5231718,5483858,5711514,5876065,6178960,6465592,6627296,6825954
"21500","Erie, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",280043,280529,281320,281683,280928,277584,277123,275759,274732,275474,275911,277973,279548,280796,281649,282127,282582,282609,281764,281294
"21500","Erie, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9186,10080,10610,10935,11786,12536,13016,13626,14630,15989,16884,17668,18715,19530,20279,20828,21866,22878,23521,24266
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2602364,2775658,2775517,2958424,3199434,3346049,3494361,3728839,4091201,4497330,4749152,4942665,5252388,5624250,6036094,6452420,6870127,7276385,7719500,7935799
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)","2","Population (persons) 1/",275708,277068,272346,268453,267878,267051,266239,268636,273014,278665,284261,288490,292482,297281,301819,306704,311004,316579,319646,321778
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9439,10018,10191,11020,11944,12530,13125,13881,14985,16139,16707,17133,17958,18919,19999,21038,22090,22984,24150,24662
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2733336,3016477,3199760,3337875,3733480,3922567,4064600,4196686,4500810,4827390,5114966,5268274,5694486,5979454,6242059,6449760,6867883,7194717,7755180,7960720
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","2","Population (persons) 1/",276466,276701,277792,278314,279451,280221,279786,279347,278923,278930,279384,281270,284179,286723,288681,289950,292136,293894,294517,295610
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9887,10902,11519,11993,13360,13998,14528,15023,16136,17307,18308,18730,20038,20854,21623,22244,23509,24481,26332,26930
"21820","Fairbanks, AK (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",826592,941399,1194321,1271568,1328195,1425756,1398719,1368064,1406800,1535059,1586890,1653668,1784644,1863705,1879554,1959578,2011923,2105279,2219427,2293567
"21820","Fairbanks, AK (Metropolitan Statistical Area) *","2","Population (persons) 1/",54520,56576,59905,65695,68300,71433,73520,73528,75364,77121,78067,80479,82506,82979,83512,81941,82880,82483,83299,83390
"21820","Fairbanks, AK (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",15161,16640,19937,19356,19446,19959,19025,18606,18667,19905,20327,20548,21630,22460,22506,23914,24275,25524,26644,27504
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1282880,1480087,1590659,1688887,1845072,1926305,2052916,2174116,2237854,2417863,2609655,2710777,2944037,3046222,3298751,3473885,3770530,3951158,4285166,4542574
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","2","Population (persons) 1/",137979,139144,140221,142387,144178,146132,147258,148578,150478,151829,153752,155533,158182,160472,162919,165081,166691,168747,170893,172892
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9298,10637,11344,11861,12797,13182,13941,14633,14872,15925,16973,17429,18612,18983,20248,21044,22620,23415,25075,26274
"22140","Farmington, NM (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",705424,827140,864389,852747,888571,944181,949129,927185,977868,1078673,1194625,1294574,1382774,1497682,1609242,1726308,1803323,1914781,1997708,2053287
"22140","Farmington, NM (Metropolitan Statistical Area)","2","Population (persons) 1/",82318,85794,88833,90708,91339,91644,93577,92289,92031,92413,91567,93755,95233,97821,100106,101390,103911,105501,108565,112574
"22140","Farmington, NM (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8569,9641,9730,9401,9728,10303,10143,10047,10625,11672,13046,13808,14520,15310,16075,17026,17354,18149,18401,18239
"22180","Fayetteville, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2730707,3027132,3266253,3571826,3937461,4196139,4455378,4710061,5031281,5388586,5614329,5907976,6999754,7331631,7550199,7995836,8380706,8754968,9285362,9705121
"22180","Fayetteville, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",328174,331428,333647,337949,342731,346823,348596,353741,353863,362468,366814,372145,376549,388588,394281,400896,406521,413831,417599,423568
"22180","Fayetteville, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8321,9134,9790,10569,11488,12099,12781,13315,14218,14866,15306,15875,18589,18867,19149,19945,20616,21156,22235,22913
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1446798,1662240,1776395,1955518,2242384,2452348,2707447,2855818,3112730,3428349,3658414,3948515,4433079,4802809,5282040,5809384,6271747,6762307,7420547,7980426
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","2","Population (persons) 1/",190423,191769,192984,195422,199226,202649,205768,210744,214286,217677,224503,233465,242497,254890,266871,280387,292072,300947,308242,317266
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7598,8668,9205,10007,11255,12101,13158,13551,14526,15750,16296,16913,18281,18843,19792,20719,21473,22470,24074,25154
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",600418,665849,713246,783166,872848,956449,1054836,1124707,1207907,1281478,1388541,1485117,1629994,1723819,1872310,2001700,2149711,2303810,2471828,2595182
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","2","Population (persons) 1/",75579,77794,79156,81118,83640,84431,87575,90380,93355,95194,97106,99647,102498,105570,108680,110954,112686,114444,114874,115307
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7944,8559,9011,9655,10436,11328,12045,12444,12939,13462,14299,14904,15903,16329,17228,18041,19077,20130,21518,22507
"22420","Flint, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4644626,5064084,5039827,5492110,6109702,6637303,6962585,6661000,6894660,7224829,7558747,7929183,8182401,8539785,9421322,9932124,10362715,10527497,10857256,11192721
"22420","Flint, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",449131,442878,437115,432600,430254,431268,433037,433335,430096,428946,430938,431184,430944,430702,430742,432261,433302,432978,433160,434409
"22420","Flint, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10341,11434,11530,12696,14200,15390,16078,15371,16031,16843,17540,18389,18987,19828,21872,22977,23916,24314,25065,25765
"22500","Florence, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1223173,1400222,1462646,1557357,1737405,1832209,1928084,2067273,2254760,2481749,2655971,2829845,3024174,3186980,3365240,3530073,3778617,3956507,4190862,4339852
"22500","Florence, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",173231,174072,174401,173824,174898,175430,175210,174806,174734,175658,176706,179519,182044,184186,185744,187778,188929,190674,191680,192641
"22500","Florence, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7061,8044,8387,8959,9934,10444,11004,11826,12904,14128,15030,15763,16612,17303,18118,18799,20000,20750,21864,22528
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1078322,1195164,1241658,1289950,1395554,1475173,1554521,1635178,1777323,1893865,2078612,2173766,2321763,2414084,2555253,2702119,2819101,2909428,2970719,3039583
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",135322,136104,135139,134050,133488,133350,132653,131839,131132,130762,131838,133733,135174,136971,137786,138962,140318,141339,142041,142305
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7969,8781,9188,9623,10455,11062,11719,12403,13554,14483,15766,16255,17176,17625,18545,19445,20091,20585,20915,21360
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",864166,949353,1000826,1041471,1161467,1215461,1277850,1365050,1428705,1607235,1688612,1725333,1855836,1959430,2103886,2197751,2317192,2426645,2573608,2641076
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",88924,88556,88361,88289,88552,88942,88909,89038,89787,89748,90296,91265,92049,92876,93717,94509,95529,95998,96512,96985
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9718,10720,11327,11796,13116,13666,14373,15331,15912,17908,18701,18905,20161,21097,22449,23254,24256,25278,26666,27232
"22660","Fort Collins, CO (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1436880,1631363,1786871,1976418,2171404,2336369,2500223,2672269,2856494,3133629,3367283,3589411,3920444,4289008,4650188,5068498,5554984,6019839,6524426,6980100
"22660","Fort Collins, CO (Metropolitan Statistical Area)","2","Population (persons) 1/",150091,153347,157410,161816,165073,169687,174271,177612,180610,183507,187299,193154,200212,208143,216868,222750,228350,233746,240765,246884
"22660","Fort Collins, CO (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9573,10638,11352,12214,13154,13769,14347,15046,15816,17076,17978,18583,19581,20606,21442,22754,24327,25754,27099,28273
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1379855,1558633,1626346,1744901,1944948,2088130,2232178,2371120,2532316,2664620,2788722,2940873,3243555,3359570,3618251,3841099,4035121,4245430,4523772,4703283
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","2","Population (persons) 1/",177783,178468,178319,180957,183801,185446,187172,189134,189964,190880,191316,194262,197898,202092,204772,209771,213913,216833,219494,222450
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7761,8733,9120,9643,10582,11260,11926,12537,13331,13960,14577,15139,16390,16624,17670,18311,18863,19579,20610,21143
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3196187,3486060,3560838,3689486,4102197,4437811,4857319,5224787,5728874,6242033,6515066,6570291,7150153,7425406,7868685,8324206,8724590,9153098,9889176,10288082
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",320067,317424,315257,312857,312693,316042,320376,325330,327022,328102,329394,332450,335501,338686,341199,344066,347757,351342,355706,359306
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9986,10982,11295,11793,13119,14042,15161,16060,17518,19025,19779,19763,21312,21924,23062,24194,25088,26052,27802,28633
"23420","Fresno, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",5540745,5809316,6125148,6443188,7119275,7644924,8160310,8910556,9572858,10378753,11305019,11853761,12614523,13359184,13672905,14222713,14865185,15268932,16196433,17108093
"23420","Fresno, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",517679,528891,541500,555873,572091,584070,593621,608831,627658,650755,672302,691569,710263,726859,739835,749534,761409,771391,778615,789405
"23420","Fresno, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10703,10984,11311,11591,12444,13089,13747,14636,15252,15949,16815,17140,17760,18379,18481,18975,19523,19794,20802,21672
"23460","Gadsden, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",821916,915406,928164,986146,1078216,1130889,1177473,1249587,1329676,1412547,1458035,1499998,1614531,1692700,1793727,1856191,1944422,2041488,2121976,2168049
"23460","Gadsden, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",103112,103143,102524,102707,102307,102291,101664,101314,100728,100327,99809,100365,100950,101310,102213,102342,103063,104129,104367,104002
"23460","Gadsden, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7971,8875,9053,9602,10539,11056,11582,12334,13201,14079,14608,14945,15993,16708,17549,18137,18866,19605,20332,20846
"23540","Gainesville, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1426015,1627783,1797766,1991036,2239295,2472078,2646601,2841545,3108983,3430569,3676916,3878602,4121321,4372393,4602111,4906055,5155550,5461303,5815709,6067123
"23540","Gainesville, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",178181,182554,187659,190981,195442,200365,203408,206776,210108,214001,218597,225313,231403,237132,240362,246551,250845,255618,259624,263802
"23540","Gainesville, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8003,8917,9580,10425,11458,12338,13011,13742,14797,16031,16821,17214,17810,18439,19147,19899,20553,21365,22401,22999
"23580","Gainesville, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",637061,716441,769971,844841,986980,1085046,1204312,1279647,1397799,1522304,1613754,1692195,1838303,1992980,2185594,2337505,2542486,2699384,3009621,3303913
"23580","Gainesville, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",76074,77629,78832,80278,82024,84174,87054,89092,91583,93865,96215,99525,102186,105903,110029,114464,119147,124219,129182,134781
"23580","Gainesville, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8374,9229,9767,10524,12033,12891,13834,14363,15263,16218,16772,17003,17990,18819,19864,20421,21339,21731,23298,24513
"23900","Gettysburg, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",643770,710744,767808,804716,886368,950348,1026278,1097423,1201940,1307944,1397840,1449162,1541070,1590800,1630088,1728939,1837041,1967209,2078233,2220730
"23900","Gettysburg, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",68513,69506,70422,70679,70290,71043,72492,73976,75326,76609,78797,80531,81771,83013,84186,85063,86252,87751,89074,90363
"23900","Gettysburg, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9396,10226,10903,11386,12610,13377,14157,14835,15957,17073,17740,17995,18846,19163,19363,20325,21299,22418,23332,24576
"24020","Glens Falls, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",869768,965096,1048683,1128992,1263830,1353577,1472546,1601833,1756523,1906821,1998011,2054214,2214533,2268337,2353423,2472394,2570081,2679720,2807567,2911524
"24020","Glens Falls, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",109725,109830,109768,110046,110536,111433,112257,114046,115651,117016,119027,120286,121290,122572,122783,123496,123615,123410,123436,124074
"24020","Glens Falls, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7927,8787,9554,10259,11434,12147,13118,14045,15188,16295,16786,17078,18258,18506,19167,20020,20791,21714,22745,23466
"24140","Goldsboro, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",739544,815058,875938,935715,1062173,1107760,1154436,1201745,1301456,1428127,1542500,1628725,1768834,1866996,1982989,2102483,2212889,2322481,2397116,2485618
"24140","Goldsboro, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",97314,98066,98603,99391,100393,101193,100205,101296,102269,103938,104896,106545,107614,108374,109459,111578,112898,113366,113429,113176
"24140","Goldsboro, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7600,8311,8883,9414,10580,10947,11521,11864,12726,13740,14705,15287,16437,17227,18116,18843,19601,20487,21133,21962
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",885826,1002265,1095948,1168682,1303531,1317111,1419084,1471031,1474407,1561546,1654164,1686811,1824367,1823335,1950802,2025516,2177493,2147195,2269353,2266071
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","2","Population (persons) 1/",101074,101367,101851,103104,103741,103712,103349,103422,104341,104094,103177,103034,104181,104443,105601,105650,105443,103643,99938,97919
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8764,9887,10760,11335,12565,12700,13731,14224,14131,15001,16032,16371,17512,17458,18473,19172,20651,20717,22708,23142
"24260","Grand Island, NE (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",542157,657685,676742,701389,802482,812719,844512,879116,933426,999175,1048317,1106279,1156795,1195217,1291781,1349175,1466626,1496307,1579200,1634556
"24260","Grand Island, NE (Metropolitan Statistical Area)","2","Population (persons) 1/",63633,64390,64956,64838,64995,64563,63463,63063,62960,62837,63218,63821,64522,65409,66020,66814,67320,67658,68171,68430
"24260","Grand Island, NE (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8520,10214,10418,10818,12347,12588,13307,13940,14826,15901,16583,17334,17929,18273,19567,20193,21786,22116,23165,23887
"24300","Grand Junction, CO (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",815643,987643,1093557,1108483,1105881,1102098,1082075,1168654,1277022,1370073,1470377,1568876,1709903,1825477,1940144,2114524,2245219,2442397,2675428,2813218
"24300","Grand Junction, CO (Metropolitan Statistical Area)","2","Population (persons) 1/",82796,87659,94152,96012,94496,89368,87386,87443,88872,91231,93757,96348,97977,100579,103373,105968,108131,110566,112686,114827
"24300","Grand Junction, CO (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9851,11267,11615,11545,11703,12332,12383,13365,14369,15018,15683,16283,17452,18150,18768,19954,20764,22090,23742,24500
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6752692,7397966,7837848,8462931,9498888,10293133,10969472,11769030,12726633,13832542,14825770,15438714,16702690,17580827,19149523,20378196,21651486,23077669,24757693,26011799
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",703150,710020,712009,714973,725043,736142,746557,759505,775721,788902,802244,821606,833220,845126,858061,872287,886603,900230,912389,926004
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9603,10419,11008,11837,13101,13983,14693,15496,16406,17534,18480,18791,20046,20803,22317,23362,24421,25635,27135,28090
"24420","Grants Pass, OR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",470230,509163,526423,585847,637966,682639,717762,747132,804406,890844,936461,980341,1037962,1117044,1195664,1286063,1369702,1448015,1537142,1600203
"24420","Grants Pass, OR (Metropolitan Statistical Area)","2","Population (persons) 1/",58948,59202,58154,57548,59083,60666,60702,61238,61721,61865,62985,64575,65507,67500,69406,71313,72310,73442,74455,75209
"24420","Grants Pass, OR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7977,8600,9052,10180,10798,11252,11824,12200,13033,14400,14868,15181,15845,16549,17227,18034,18942,19716,20645,21277
"24500","Great Falls, MT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",847771,911044,956506,1019329,1075396,1084569,1118501,1150773,1215641,1303500,1352856,1421630,1479441,1572673,1594870,1676640,1730378,1780473,1872743,1892112
"24500","Great Falls, MT (Metropolitan Statistical Area)","2","Population (persons) 1/",80627,80183,79791,80621,80318,79591,78179,77733,77681,78098,77788,78651,79727,81028,82134,82201,82429,80861,80709,80596
"24500","Great Falls, MT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10515,11362,11988,12643,13389,13627,14307,14804,15649,16691,17392,18075,18556,19409,19418,20397,20992,22019,23204,23477
"24540","Greeley, CO (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",1065290,1232706,1295207,1405402,1549866,1605619,1643095,1715610,1817102,1980673,2052824,2158526,2336869,2590543,2767862,2939796,3208174,3467474,3856393,4242202
"24540","Greeley, CO (Metropolitan Statistical Area) *","2","Population (persons) 1/",123767,124780,125733,129542,130764,131402,131715,131713,131842,132202,132161,134262,137560,142586,147328,152140,156140,161525,166547,174342
"24540","Greeley, CO (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",8607,9879,10301,10849,11852,12219,12475,13025,13782,14982,15533,16077,16988,18168,18787,19323,20547,21467,23155,24333
"24580","Green Bay, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2165761,2369968,2532151,2706237,3006969,3229540,3431905,3591445,3792400,4176682,4473948,4692872,5080648,5401186,5770787,6120445,6546122,7059587,7547307,7904606
"24580","Green Bay, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",224345,226129,227271,228249,230950,232292,234712,236959,239462,241229,244716,249019,253077,257897,262056,266765,270879,274177,276931,280100
"24580","Green Bay, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9654,10481,11142,11857,13020,13903,14622,15156,15837,17314,18282,18845,20076,20943,22021,22943,24166,25748,27253,28221
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4619368,5168724,5488160,5969097,6705371,7178836,7697781,8375056,9145853,9812259,10460806,10758443,11581973,12276239,13049753,13841711,14759901,15812360,16916539,17498754
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",493196,496975,500656,504241,508397,512256,516765,523217,530011,535336,542612,552787,561591,571281,581897,594390,605175,615526,626891,637026
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9366,10400,10962,11838,13189,14014,14896,16007,17256,18329,19279,19462,20624,21489,22426,23287,24389,25689,26985,27469
"24780","Greenville, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",700605,794865,867221,927663,1059713,1128984,1219372,1324700,1474065,1664409,1816345,1926099,2066552,2218000,2349434,2535983,2683537,2921499,3014860,3144665
"24780","Greenville, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",90580,92047,93400,94750,96164,97730,99626,102001,104306,106474,109054,111965,114318,116728,119694,122525,124861,127812,130519,132554
"24780","Greenville, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7735,8635,9285,9791,11020,11552,12239,12987,14132,15632,16655,17203,18077,19001,19629,20698,21492,22858,23099,23724
"24860","Greenville-Anderson, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4630336,5165797,5457774,5915924,6549474,7031242,7550259,8151912,8993265,9724120,10501838,10853974,11553662,12294952,13164535,14225499,15145702,16052932,17322180,18051344
"24860","Greenville-Anderson, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",555331,564171,568779,571626,575900,581502,586510,592638,601817,610505,620288,628575,637366,647208,657228,668549,681257,693566,706300,717514
"24860","Greenville-Anderson, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8338,9156,9596,10349,11373,12092,12873,13755,14944,15928,16931,17268,18127,18997,20030,21278,22232,23146,24525,25158
"25060","Gulfport-Biloxi, MS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2539864,2920901,3206112,3257365,3424225,3639509,3885552,3994955,4223627,4482023,4693220,4980125,5405104,6000604,6488643,6791757,7070130,7468212,8245980,8642213
"25060","Gulfport-Biloxi, MS (Metropolitan Statistical Area)","2","Population (persons) 1/",310937,314558,321223,325332,324401,328245,333567,332404,328651,325114,323228,325925,334452,343381,352763,358359,359587,363897,368769,374519
"25060","Gulfport-Biloxi, MS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8168,9286,9981,10012,10556,11088,11648,12018,12851,13786,14520,15280,16161,17475,18394,18952,19662,20523,22361,23075
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1529334,1677915,1784433,1877673,2102136,2240033,2383800,2561299,2765800,3007907,3143464,3248178,3424939,3566370,3803781,3982185,4229973,4603569,4806043,5028162
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","2","Population (persons) 1/",170768,171271,171761,173911,175968,177953,179954,182847,185478,189013,193986,198209,202010,204329,206723,209468,211921,214131,217168,220200
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8956,9797,10389,10797,11946,12588,13247,14008,14912,15914,16205,16388,16954,17454,18400,19011,19960,21499,22131,22835
"25220","Hammond, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",550410,623041,688997,746838,797869,844941,866835,870683,903581,965358,1038985,1134263,1257041,1369982,1490974,1564101,1630230,1724504,1812200,1876524
"25220","Hammond, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",81026,82194,84663,86562,88037,88876,89239,87971,87019,86429,85754,86485,88124,89885,91726,93775,94851,96515,98246,99643
"25220","Hammond, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",6793,7580,8138,8628,9063,9507,9714,9897,10384,11169,12116,13115,14264,15241,16255,16679,17187,17868,18446,18832
"25260","Hanford-Corcoran, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",846922,828510,892113,858897,999413,1006438,1007552,1157771,1243853,1382176,1393565,1495923,1630271,1719615,1782529,1802543,1929607,1972942,2009974,2143296
